name,highway,node_ids
n/a,pedestrian,4622849720-4279441454-361370075-3207652468-4622849759-260910349-6269419154-282388074-8467880858-361370857-237134434-260910354-260544530-7022985759
n/a,footway,361370857-361370728-3178364002-8467880853-3178364001
n/a,service,361371665-361371693
Rose Street,residential,53082196-4226533403-4238980101-53082198-4238980102-4238980106-53082199-4238980107-3188073661-53059863
Rose Street,residential,53059863-4238980110-239617045-53082203-4238980111-5483072383-4238980117-53082205-4238980118-239617117
Milvia Street,residential,364880275-53085612-53079144-4250075570-6330204046-4250075564-53111888-4250075561-4250075560-53122855-53037905-4250075552-5484497977-7147992585-4250075543-53064677-4250075540-4250075537-283296743
Hopkins Street,tertiary,261736221-5992576541-239669469
Cedar Street,tertiary,53030348-4217112482-1979020547-5483224530-5483224533-265507749-53019122
Tenth Street,residential,53030348-2267669593-4217112464-53030349-4217112463-2002439801-2002439797-4217112443-240448916
Berryman Street,residential,53059845-4238980137-2297419934-53096096
Henry Street,secondary,53059845-4238980139-53059843-2399454142-2399454140-316735285-4168262116
Rose Street,residential,239617117-763661501-763661493-4238980120-53082207
Shattuck Avenue,secondary,4168262113-318886099-2906825976-1706578092
Vine Street,residential,53096092-4238979988-2681821366-4238980092-53138900-4238980093-2196215691-4238980096-53115327-4238980097-8417814483-4295642342-239500928
n/a,steps,99323452-99323213
Indian Rock Path,footway,367154050-53138754
Indian Rock Path,steps,53086201-99323469-367154050
Indian Rock Path,steps,367154079-53121839
Fountain Walk,steps,56006166-6550874880
n/a,secondary_link,532759497-532759531-532759530-532759529-240471171
Martin Luther King Junior Way,tertiary,53082196-4226533401-6938000307-6938000305-4226524586-53146070-4226524582-6938000304-1713513931-4168262111
Hopkins Street,tertiary,261736220-53019166-261736221
The Alameda,tertiary,53084394-53146066-650083342-293107469
n/a,pedestrian,370472946-7021217817-370472947
n/a,primary_link,275776613-370473661-2086667336-370473663-370473664-370473665
n/a,primary_link,275776856-2846174469-370473676-370473677-370473678-2846174470-1826802008-1826802009-370473679
n/a,service,370473849-370473848
n/a,service,370473846-370473902-1996736240-370473903-370473904-370473905-1996736262-370473906-4237304285-370473907-2086712199-370473908
n/a,service,4237304307-1996736249-370473848
n/a,path,301300353-2536801044-2536801046-2536801049-392186549-2536801050-392186550-392186551-392186552
Ashby Avenue,primary,53117332-4330828658-4330828660-53117335
Elmwood Avenue,residential,53040161-5040086335-5040086336-5040086337-267632076-5040086338-267632075-4349312619-53040162
Elmwood Avenue,residential,53040161-5040086333-4330828646-53027215
Ashby Avenue,primary,53100520-4283824369-4210484544-53090683
Benvenue Avenue,residential,53100520-267638319-4294168016-53100523
Mabel Street,residential,53082550-4233488272-53125564-5484498080-4233488257-53117372-4233488254-4235206883-53119692-4235206880-4235206867-53042100-4235206864-2421788562-4235206857-53109978-4235206854-4235206853-4235206837-4235206835
Russell Street,cycleway,394215408-283296743
Adeline Street,residential,394215532-394215556-394215557-2086667385-394215558-394215559
Woolsey Street,cycleway,394215974-4294167991-394215975
Woolsey Street,residential,394215975-53099159
Webster Street,cycleway,53118713-394216010
Webster Street,residential,394216010-4294168009-283272948
n/a,service,394220748-4279441444-394221581-394221584-394221588-394221592-394221597-394221603-394221609
n/a,service,237135600-401911004-401911005-401911006-401911007-401911008
n/a,service,401911232-401911649-401911650-401911651-401911652-401911653-401911654-401911655-401911656-401911657-3701949287-3701949286-3701949285-3701949284-3701949283-3701949282-3701949281-3701949280-3701949279-3701949278-3701949277-3701949276-3701949275-3701949274-3701949273-3701949272-3701949271-3701949269-3701949270-237135178
Derby Street,residential,2086696668-2086667413-2086667371-53035181-1998376023-1998376021-4265656946-53111889-4265656947-1998376024-1998376027-4265656950-53084131-4265656951-4265656953-4265656954-4265656956-53111890-4265656957-4265656961-53099277-4265656962-8142435836-5060958939-230855173-4283824994-53070407-2415284475-2415284462-4283824997-53103280
Derby Street,residential,259581492-53096064
Shattuck Avenue,secondary,275780456-407507865-407681479-275780457
Tanglewood Road,residential,394180791-394180762-57059621-394180794-394180795-57059629-394180796-57059638-394180797-7132895146-57059645-7917134376-4330828801-462760681-35719057
Avalon Avenue,cycleway,407681222-407681220-2844488378
Avalon Avenue,residential,2844488378-4330828789-35719055
Center Street,residential,53050565-4240959882-2327839087-407681224-3520889352-2069144153
Center Street,residential,53050568-7071604256-7440167741-53050570
Ashby Avenue,primary,4169483035-6950001171-4283824362-53070391-4283824363-5484497312-5484497319-4283824365-53103284
n/a,steps,408726586-408726587-53021363
n/a,service,53055204-408726594-408726595-408726596-408726597-408726598-408726599-408726600-408726601-408726602-408726603-408726604
Cedar Street,residential,53157597-53130715
n/a,footway,282874128-282874130-282874131-282874132-282874134-282874135-282874137
n/a,pedestrian,408726636-282874125-408726637-282874128-408726638-408726636
La Vareda Steps,steps,408726584-408726648-408726649-408726650-408726651-53130717
Short Cut,steps,343627978-413787757
n/a,footway,282874030-1419796900-282874033
n/a,footway,260556548-411666801-411666800-411666799-282874062-411666798-282874063-282874064-282874065-282874066-282874067-319634541-282874068-282874069-282874070-419510379-419510380-419510381-419510378
Oxford School Way,footway,413787757-408728274
Black Path,footway,261736058-416779780-416779781-416779782-416779783-416779784-416779785-53062065
n/a,path,417235717-417235718-760711925-417235719-417235720-417235721-356071775
n/a,path,417235854-417235855
Vincente Avenue,residential,5994754918-343312280-266910818-7180595725-53139647-7180595724-266910763-266910802-6483464198-53129643
n/a,service,5072514728-5072514729-5072514730-417266831-417266837-417266838-417266839-5072514725-5072514726-417266840-417266841-5072514727-417266842-417266843-417266844-417266845-417266846-417266847-417266848-5072514728
n/a,service,417266831-417266832-417266833-417266834-417266835-417266836
n/a,service,417266842-417266855-417266849-417266850-417266851-417266852-417266853-417266854
Walker Street,footway,417266879-4265656932-53035182
Gilman Street,tertiary,243673147-4213378529-5483072558-5629883549-53064864-4221298001-53064865-4221298006-6344499075-6943964819-6943964818-4221298014-53063666-53021953-4221298021-53040258-4221298028-6943964817-6943964816-4221298033-53064868
Acton Crescent Path,footway,53048001-417274712-417274714
n/a,footway,419510181-419510182-419510183-260908778
n/a,service,339928425-7707950438-357856075-354197714-354197718-354197722-354197726-354197728-354197733
n/a,path,283069751-425975514-425975516-425975519-425975522-425975524-425975527-425975528-425975530-283069769
n/a,path,283069763-2536692758-2536692753-2536692750-2536692745-2536692732-2536692705-2536692686-2536692675-2536692665-2536692662-425975534-425975536
n/a,path,283069750-2536692642-2536692638-425975537
n/a,path,283069766-425975539-425975541-425975544-425975545-425975547-425975549-425975550-425975552
n/a,path,53056716-454952489-288988737-425975589-454952373
n/a,path,425975593-425975594-425975596-425975597-425975599
Hawthorne Steps,footway,427500198-427500199
Hawthorne Steps,steps,427500199-53044398
Rose Walk,steps,269301330-269301305
n/a,path,428692430-428692431-428692433-428692434-428692436-428692438-428692440-428692441-428692443-428692444-428692446-428692448-428692461-428692449-428692451-428692453-428692455-428692456-428692458-428692459-428692460-428692462-428692463-428692464-428692465-428692466
n/a,path,428692464-428692467
n/a,path,428692443-428692469-428692470-428692471-428692472-428692473-428692474-428692475-428692476-428692478-428692479-428692481-428692482
n/a,path,428692478-428692484-428692486
Lake Anza Trail,path,283070028-283070036
n/a,footway,283072492-428692547
n/a,steps,428692547-124792773
n/a,steps,283072484-428692549
n/a,track,428692550-428692551-428692552-428692553-428692554-428692555-428692556-428692558-428692559-428692561-428692563-428692564-428692566-428692568-428692575
Lake Anza Trail,path,283072503-564568525
Lake Anza Trail,path,428692577-5341951808-51665250
n/a,track,428692578-428692579-428692580-428692581-428692582-428692583-428692584-428692585-428692586-428692587-428692588-428692589-428692590-428692591-428692592-428692593
n/a,path,428692607-428692613-428692615-428692619
n/a,steps,428692619-428692618
n/a,path,428692593-428692595-428692597-428692598-428692600-428692602-428692603-428692605-428692607-428692608-314123200-428692610-428692611
Walnut Street,residential,312809009-430092349
Walnut Street,residential,430092349-312809151-53057781-312809007-262257268-4238980122-53082207
Shattuck Avenue,residential,430092350-312809078
Shattuck Avenue,residential,312809078-312809086-262257272-316735089-3093528990-53096101
Oxford Street,residential,272547411-430092351
Oxford Street,residential,430092351-53057784-420458338-240404646-440605082-258757147-239616820-239616808-59794827-272547675-4238980126-53082209
Lower Transverse,footway,87342933-87345194-87345201-87345208-87345214-5017093939-87345217-87345222-87345226-87345230-87345235-87344938-87345242-87345245-87342947
n/a,service,430592243-430592299-3555219136-407681416
Genoa Street,residential,53107936-4559569768-4559569770-53090194
67th Street,residential,53109978-4235206856-73991090-430994090-430994091-2421788520-430994092-73991098-430994093-2421788570-73991104-394196514-394196515-394196516-4235206860-53047311-4235206861-5487138102-7040406067-53050635
Virginia Street,residential,53091826-4294292336-5483072335-53091828-239501052
Heinz Avenue,residential,53108745-4218967485-5484498136-5484498140-5484498137-53098232-4218967487-6353996318-6353996319-5484498141-4218967690-53055503
n/a,residential,53054883-432426366-432426367-3716082408-432426368
n/a,steps,53060410-432426543-432426554-432426368
Sixth Street,tertiary,4168148269-5484498268-5484498270-5484498260-4218827246-53029737-4218827243-5484498258-5484498256-6945928694-4218827221-53029740-4218827218-6945928695-7151076028-6353996341-5484498252-260577515-53029741
Fifth Street,residential,435049772-7271444923-53077793-5483224551-5484498265-1981316228-1981316304-5484498274-5484498277-5484498278-5484498281-5484498285-5484498282-2215072690-4218827242-53077797-4218827239-2215072687-5484498295-5484498305-2215072680-4218827217-53063568-4218827214-2215072679-5568918252-5484498320
n/a,service,262084666-440602823-440602824
Glen Rose Alley,path,440602845-52989304
Emeryville Greenway,cycleway,53052371-687181035-3125027677-1693718758-1693718757-3125027671-1693718760-687181033-687181038-687181039-687181040-687181041-687181043-687181044-687181034-687181045-53109986
Covert Path,steps,100548675-454952290-454952291-454952292-443611588-443611589-443611590-59942371-443611602-2628934149-443611603
Wilson Walk,steps,53056709-443611706-53157488
Glendale Path,footway,269301341-443611754-443611727
Glendale Path,steps,443611727-249222706
n/a,service,262084570-443611815-443611816-443611817-443611818-443611819-53123939
n/a,service,443611816-443611820-443611821-443611822-443611823
Regent Street,residential,53070094-444630052-4294167989-283272952
Claremont Avenue,secondary,306329127-2998354151-2993362925-35718753-7257147297-8978786881-2998354153-2993362926-91846243-2993362928-2998354156-2998354157-2998354158-2998354159-35718759-2993362929-2998354161-2998354162-35718763-2998354163-2998354164-559300223-2993362919-2998354165-1294178468-1294146877-2345064457-2998354169-2345064456-35718766-2345064459-2345064458-91846714-35718768-2998354170-2998354171-91846884-2998354172-2998354173-2345064460-2998354174-91846887-7132107940-91846890-2998354175-35718771-2998354176-2345064461-2998354177-35718774-91846726-7132107933-2998354178-2998354179-35718778-2998354180-559300345-2998354181-35718781-2998354182-2998354183-35718784-2345064409-2998354184-7129633858-35718787-2345064417-2345064416-35718791-2345064419-35718794-2345064421-2345064411-2345064410-2345064420-35718797-2345064415-35718800-35718819-2345064422-2345064423-35718823-92004320-2345064424-2345064418-35718826-2345064414-2345064412-2345064425-35718829-2345064413-92004308-2345064426-2345064427-35718832-2345064428-2345064429-2345064433-35718834-2345064432-2345064430-2345064431-35718836-2345064434-2345064435-35718838-2345064436-2345064440-2345064437-4108853769-35718841-2345064439-2345064438-35718844-2345064441-35718848-2345064443-2345064442-2345064444-35718851-35718854-92003775-7129633691-35718857-305108006-35718860-305108007-317355317-35718864
Forest Street,tertiary,53091492-444646468-93079818-53123240
Woolsey Street,residential,53099159-53099161-53099164-4210484528-53090689-4210484502-53099165-661747584-1762740578
Woolsey Street,residential,53099158-394215974
Ninth Street,residential,53055503-4218967689-687179393-430610475
Folger Avenue,residential,53104528-5487189901-2002199680
n/a,path,449399768-5342200454-449399769-449399770-449399771-449399772-449399773-449399774-5342200460-5342200455-449399775-449399776-449399777-449399778
n/a,path,451907489-454952436-454952435-454952434-454952433-454952432-454952431-454952429-454952427-454952426-454952425-454952424-454952423-454952422-454952421-3955779453-454952420-454952419-2281374279-451895041
n/a,path,454952438-454952437-451907486-451907489-1906019806-2774607289-7134351851-2774607288-2774607287-2774607286-7134351826-2774607285-5843475690-2774607283-2774607271-8759440456-2774607266-2774607264
n/a,service,260556337-454952446-454952445-454952444-1906019804-452097528-1906019805-1906019807-1906019812-454952438-454952439-2281374276-454952447-1068525827
n/a,service,1068525824-5843475684-5843475688-1068525841-2281374269-2281374271-2281374273-454952443-454952442-454952441-2281374276
Crystal Way,residential,454952282-53105549
Northgate Path,steps,443611672-454952303-454952304-676946884-676946902-53081764
Summit Road,residential,53056716-332322716-53056718-454952374-288988652-262084524-932164844-262084523-58602432-5843267455-932164872-58602446-332322718-2535925238-53056720-53056722-58602215-332322719-58602223-332322720-58602237-58602250-332322722-332322723-53056724-5843267450-332322724-58602204-332322725-53056726-332322505-58602191-58602200-332322492-53051137-332322387-58602163-332322389-58602150-332322390-53030538
n/a,footway,454952461-454952421
Olympus Path,path,454952419-454952465-3955779452-454952463-3955779451-451903739-3955779450-451903742-3955779447-3955779446-454952473-454952471-3955779445-454952468-3955779443-3955779442-454952467-8758811810-451903753
n/a,path,8758817322-8758817321-8758817320-8758817319-8758817318-8758817317-8758811816-454952479-454952477-454952475-451903753-455878195-427500254
Harding Path,proposed,100565821-451895185
n/a,service,262257140-460378450-460378451-460378452-460378453
Chu Road,service,7779828767-7782302829
n/a,unclassified,5843475645-760709246-760709180-760709181-52996303
Centennial Drive,tertiary,462036057-7134504337-35719135-35719136-760708315-760708997-760708998-760709018-35719137-760709028-760709029-760709031-35719138-760709034-260556368-760709037-760709038-760709039-760709041-3732301554-35719139-7133752874-760709078-35719140-7133752877-760709079-35719141-760709081-52996303-35719142-760711527-760711528-760711529-35719143-35719144-760711530-760711531-760711532-35719145-7133752878-7133752879-35719146-760711533-260556369-1068525829-760711536-4228817307-35719147-4228817303-260556371-6328432846
n/a,footway,2687928588-462049953-260544558
Garber Street,footway,462760681-462760059
n/a,steps,462761559-462761560-462761561-462761562-462761563-462761565
n/a,footway,462761565-462761567-462761568-462761569-462761570-462761571
n/a,service,462761676-462761677-462761678-462761679-462761680-462761681-462761682-462761683-462761684-462761685
n/a,service,462761679-462761686-462761687
n/a,steps,462761685-462761571
n/a,footway,462761569-462761782-462761783-462761784-7132278923-462761785-1419636762-1419636776-1419636829-1419636783-1419636815-1419636830-1419636794-1419636813-1419636740-1419636784
n/a,service,462762669-4301522694-462762670-1419636741-462762671
n/a,service,53055203-462762678-4754272367-4303713286-462762679
n/a,footway,462761687-4303570202-4303570203-462762998-4303570207
n/a,footway,462763056-234653318
n/a,footway,282579416-462763056
n/a,footway,4305368802-237133406-462764003-462764005-462764008-462764010-462764013-462764016-462764018-462764021-462764029
n/a,footway,462764033-462764034
n/a,steps,462764035-462764033
n/a,footway,462764010-462764035
n/a,footway,462764021-462764036-462764037-260556504
n/a,footway,462764065-462764079-462764083-462764087-462764034-462764090-462764093-462764067
n/a,footway,282579102-2438953028-462765358-462765362-462765366-462765372-462765375-462765377-462765381-462765384-462765388-462765391-462765393-462765396-52996336
n/a,steps,462765410-462765336
n/a,footway,1419647373-462765377-462765410
n/a,footway,260913662-462766133-462766128
n/a,service,4963561020-3207712851-3207712852-237134036
n/a,service,237134036-3207712849-3207712848-237134048
Ina Coolbrith Path,steps,469612526-53030521
Stoddard Path,steps,469612596-288988881
Glendale Path,footway,262084590-469612687
Glendale Path,steps,469612687-249222709
Fairlawn Drive,residential,53081635-6975548731-6975548735-443611812-443611811-59942468-443611826-443611809
Claremont Path,steps,93129682-499649679
n/a,tertiary_link,99333196-3009192551-3009192552-3009192553-3009192554-99323365
Arlington Avenue,tertiary,260540954-266909034-266909033-266909035-266909036-266909037-266909038-6943932558-266909039-266909044-266909045-266909046-266909047-266909062-266909048-266909049-266909050-266909051
n/a,service,53047456-4349679563-514116063
n/a,service,514116063-514116064-514116065-514116066
n/a,service,514116066-514116067-514116068-514116063
n/a,service,514116139-514116286-514116287-514116288-4121713001-514116284
n/a,service,514116264-514116265-514116266-514116267-514116140
n/a,service,743484155-743484263-743484265-514116295-514116296-4360916834-514116297-514116298-514116299-514116300-4360916838-514116301-514116302-514116303-514116304-514116305-514116066-514116284-514116264
n/a,service,514116310-514116311-514116139-514116140-514116142-514116143-514116144-514116145-514116146-514116147
n/a,service,514116310-514116359-514116358-514116357-514116356-514116355-514116354-514116353-514116360-514116361-514116362-514116350
n/a,service,514116398-514116399-514116400-514116401-514116294-743485128-743484263
n/a,service,53060399-514116417
n/a,service,514116413-514116414-4121712802-514116415-514116416
n/a,service,514116413-514116424-514116425-514116426-514116427-514116428-514116403
n/a,service,514116417-514116418-514116419-514116420
n/a,service,514116420-514116458-514116459-514116417
n/a,footway,435049838-517872523-517872524-517872525-517872526-517872527-517872528-4238979916-517872521
n/a,footway,517872524-517872529-517872530-517872531-517872522
n/a,footway,517872518-517872519
n/a,footway,517872502-1938181968-2422498196-1938181971-517872504-517872505-1938181978-1938181979-517872506-517872507-517872508-517872509-1938181981-517872510-1938181982-517872511-1938181984-1938181986-1938181987-517872512
n/a,footway,517872506-517872513
Ohlone Greenway,footway,53055185-2422498200-2422498208-2422498152-2422498187-1938181977-2422498156-2422498185-1938181968-1938181961-1938181959-1938181962-1938181964-517872491
n/a,path,517872495-517872496
n/a,footway,517872496-1938181976-1938181973-1938181972-2422498192-2422498202-517872457-517872456-517872450-1938181956-1938181955-517872446-1938181947-517872447-1938181938-1938181934
Fourth Street,residential,53114425-4213511047-2002048082
n/a,footway,532752141-532752143-532752145-339928553-532751505-532751506-532751453
Calhoun Street,residential,532755719-532755729-532755730-532755731
San Pablo Avenue,primary,532763045-532763050-2356983917-4168160515
San Pablo Avenue,primary,532763988-2820129695-6577722250
Kains Avenue,residential,1533516571-3460144403-53032383-5482968792-7130122380-53134664-5482971781-6342662434-7130122381-53124695-2358208822-5482971751-5482971748-7130143093-2839029173-53062033-2839029161-5482971754-1436838239-5483072525-2820129697-53056303
Kains Avenue,residential,4221298042-7213764574-2839028989-53141400-2839028988-7213764573-4221298038-4221298003-53064864-4221297998-4221297991-53027131-53107634
n/a,footway,539177707-539177703-539177704-539177705-539177686-539177687
Addison Street,residential,53121255-4228032717-2146034330-4070600866-5483224245-4070600859-2146034332-4978061221-3516414499-4978061222-4240959887-53121257
Martin Luther King Junior Way,tertiary,57066394-2146034304-4168189945
Martin Luther King Junior Way,tertiary,53063545-4228031747-6561896516-5484498000
n/a,footway,539604113-539604094-1929808476-4233844005-4233844006-4233844002-539604082-539604074
n/a,footway,541005976-541005965
n/a,footway,541006534-541006530
n/a,footway,541006878-2284046021-2284046041-262257354-1706578095-541007593
n/a,footway,541007593-541007733-541007737-541007739
Dwight Way,tertiary,53020989-3125358050-5483223612-5483223611-53020990-6563941562-4333613062-53020992-4333613063-53020993
Dwight Way,tertiary,53020981-4283825023-53020985
n/a,track,86320320-550500607-53146669
n/a,footway,550500607-550503283-550503286-550503289-550503649
n/a,footway,550503644-550507849-550503647-7125805340-550503291-7100342808-550503649-2559446660-550503651-53048771
n/a,steps,2559446657-550503644
n/a,footway,550503283-7100342812-550505642-550505645-7100342806-7100342807-550503647
n/a,footway,53153718-7100342818-7307340276-550506750-550506753-7307340277-7307340278-7307340284-550506755-53113799-1908464677-1908464687-1908464704-1908464690-1908464684-1908464689-1908464681-1908464702-1908464692
n/a,footway,550508683-550509265-7125805210-550509267-1775740719-550509270-550509272-7125805193-552588419-7125805192-550509275-550509278-550509280-550509282-550509283-550509285
n/a,path,2540824077-7125805325-7125805324-1956064631-1956064633-7125805322-552588429-552588430-1956064634-552588432-552588433-552588434-552588435-7125805321-552588436-552588437-1956064632-552588438-552588439-552588441-552588442-552588443-552588444-552588445-552588446-552588447-552588448-567330197
n/a,footway,2019718523-2019718698-559914428
n/a,service,2019718510-1791956784-1791956809-1791956727-343317511-2019718561-1791956791-1791956725-1791956785-1791956815-243834082
n/a,footway,53141393-2019718647-567330202-567330206-2019555171-567330207-567330208-567330209-53063652-567330210-2019718516-2019718638-567330211-2019718653-2019718499-53021867
n/a,footway,559914432-2019596504-2019596497-559914428-2019718662
n/a,service,560189391-560189394-560189395-560189397-560189398-560189399-560189401-560189402-560189404-560189405-5483072768-560189406-5483072765-560189382
n/a,service,560189410-560189411-560189412-560189414-560189395
n/a,footway,560215250-2678387239-560215262
n/a,steps,560215262-560215260
n/a,steps,560215383-2677970449
n/a,footway,2677970449-560215255
n/a,footway,560215260-560215251-560215490-2678387226
n/a,footway,560215412-560215251-560215252
A. Richard Newton Bridge,footway,560215482-560215478
Lake Anza Trail,path,564568525-428692577
n/a,path,258766909-564568527-564568529-2537512883-2537512882-677315759-2537512880-2537512878-2537512877-2537512875-2537512874-2537512873-2537512871-677315757
n/a,footway,566574899-3548969306-1997913863-3548969307-1997913891-566574900-566574901-243834052
Catherine's Walk,steps,53146670-566574902
Adams Street,residential,53087998-2357051387-2839117211-53062030-2839117213-5482971767-5482971773-5482971771-2491437207-53112986-5482971789-5482971786-2491437219-53112985-53026637
n/a,path,552588437-2091869038-57877972
n/a,path,1956064633-7125805323-57850108
n/a,service,243834053-2019718664-2019718536-2019718488-243834051-2019718672-2019718633-2019718621-2019718645-2019718617-243834080-2019718629-2019718693-2019718467-2019718707-243834054-559914445-2019718489-6859686309
n/a,path,552588443-57851046
Santa Barbara Path,steps,568285543-862559892
Path #3,steps,568286114-800171284
Path #2,footway,289285504-568287754-800171300
Path #2,footway,568288912-568288913-7772868583-57833392
Path #6,footway,266909009-568330432
Path #9,steps,568333614-875639573
n/a,service,572669912-572669914-572669917
n/a,service,572670227-7689152071-572670229-572670202-572670235-7689152069-572670238-572670241-572670243-7689835072-572670248-7689151940-572670251-7689151942-572670254-7689151941-572670262-7689151892-7689151891-7689151893-7689151894-572670265-572670269-7689151895-7689151905-572670272-572670275-7689151925-7689151926-7689151927-7689151897-7689152151-7689151896-7689152148-7689151898-7689152149-572670280-7689152150-572670282-7689151903-572670284-572670288-7689151902-572670290-7689152147-572670291-7689151901-572670295-7689151900-572670297-7689151899-572670300-572670302-7689152145-572670306-572670310-7689152146-572670314-572670318-7689152144-572670321-7689152143-572670325-572670329-7689152142-572670332-7689152141-572670336-7689152140-572670339-572670342-572670344-7689152139-572670347-572670349-7689152137-572670351-7689152138-572670359-572670360-572670362-7689152136-572670373-572670374-7689152135-572670377-7689152402-572670378-7689152410-7689152134-572670382-572670383-572670384-572670385-572670386-572670390-7689152133-7689152132-572670392-572670393-572670395-7689152131-7689152130-572670396-572670399-7689152129-572670402-572670403-572670404-572670405-572670409-7689152128-572670412-7689152127-572670414-7689152126-572670416-7689152125-572670418-7689152124-572670422-7689152122-572670423-7689152123-572670424-7689152120-572670425-7689152121-572670426-572670428-7689152118-572670429-7689152119-572670431-572670434-572670436-7689152117-7689152116-572670437-7689152115-572670438-572670439-572670440-572670443-7689152074-7689152075-572670444-7689152076-572670446-572670447-572670448-572670449-572670450-7689152070-572670227
n/a,residential,7690168382-7689191149-7690175529-572670527-572671013-57794464
n/a,service,572670528-7689145965-7689145967-7689145963-7689145966-7689145964-572670532-7689145962-7689145961-572670533-7689145960-7689145959-7689835061-572670535-572671011-572670536-7689145957-7689145958-572670537-7689145955-572670540-7689145956-572670541-7689145954-572670542-7689145953-572670543-7689145952-572670544-7689145951-572670548-572670550-7689191305-572670551-7689191304-572670552-572670553-572670554-572670557-7689191303-572670559-7689191302-572670561-572670562-572670563-7689191298-572669917-7689191297-7129311889-7689191296-572670016
n/a,service,572669935-7689068798-572670567-7689068797-7689068796-7689068795-7689068794-572670570-572670571-7689068793-572670573-7129306283
n/a,service,572670610-572670611-572669976-572670612-7689068772-572670613-572670615-7689068773-7689068774-7689068775-572670619-7689068776
n/a,service,572670836-572670838-572670841-572670843-572670844-572670845-572670846-572670848-572670850-572670853-572670854-572670856-572670858-572670860-572670864-572670866-5691979963-572670867-5691979961-572670868-572670869-572670873-572670874-7690168310-572670875-572670879-572670880-572670881-7689151885-572670884-572670885
n/a,service,7684179912-7684833148-572670979-572670980-7689145950-572670981-572670984-7689145948-7689145949-572670986-7689145947-572670987-7690168321-7690168327-572670991-7690168328-7690168335-7689145944-572670992-7689145945-7690168332-7690168331-7690168324-7689145946-572670993-572670994-7689151890-572670995-7689151889-572670996-7689151888-572670999-572671000-7689151887-7689151886-572670885-7689145981-7689145984-572671001-7689145983-572671002-572671003-572671004-7689145978-572671006-7689145977-572671007-7689145976-7689145968-7689145969-7689145970-7689145974-572671009-7689145975-7689145971-7689145972-7689145973-572671011
Easter Way,footway,616059226-7945957533-53090476
n/a,footway,663085906-663086074-663086076
Quail Lane,footway,663301958-663301959
Quail Lane,steps,201600467-663302016-663301958
Anza View Drive,unclassified,3913932543-676425115-676425116-676425117-3913932550-676425118-676425120-676425121-676425122-676425123-676425124-676425125-676425126-676425127-677315731-676425129-932164866-676425130-676425131-283069931-283069928-283069927-283069923-932164823-283069921-283069919-676428051-269109237
Selby Trail,path,283069931-932164877-2537512738-283069934-2537512746-283069937-283069939-2537512771-2537512767-2537512759-2537512750-2537512752-283069941-283069943-2537512777-283069946-283070049-124792004-932164810-124791998-2536975799-124791991-2536975796-124791977-124791963-124791955-2536975794-124791948-2536975785-124791934-2536975784-124791916-2536975789-124791909-124791902-124791890-2536975787-2536975791-124791879-124791870-124791862-2536975797-124791852-2536975801-124791838-2536975803-124791829-124791818-2537512799-124791807-124791801-124791790-124791779
n/a,track,428692593-677315576-677315573-677315574-677315575-677315572
n/a,track,2536976167-2536976164-124792302-124792313-2536976148
Lake Anza Road,service,100565695-283072476-2536976156-100565702-100565711-2536976115-124792262-124792274-100565724-2408078561
n/a,path,57823402-677315724-269109480-677315726-677315727-677315728-677315729-2536976064-677315730-2536976058-2536976061-2536976067-2536976072-124791654
Lake Anza Road,service,100565695-2537512856-677315760-124792359-2537512861-677315757-100565688-677315735-677315734-124792284-677315733-100565681-269109479-677315756-677315736-677315737-677315738-677315739-124792295-677315761-2536976167-677315762-677315763-100565695
Fairview Street,residential,687179340-5487138171-5487138163-5487138174-1762740425-4237304260-1762740424
Baker Street,residential,53100729-394196539-687179342-53024605-4235206795-53126424-4235206792-53106446-2356914389-74022016-53088317-2356904755-53085984-53085989
n/a,service,687179394-2421788595-2421788568-2421788538-1800890461-687179395-1800890463-1800890465-687179396-687179397-687179398-687179399-687179400-687179401-3692336110-687179405-687179393
Ninth Street,residential,1790795211-5484498134-4218967481-53055541
n/a,footway,730500912-730500923-730500927-730500930-730500933-730500937-730500939-730500941-730500944-730500946-730500949-730500950-730500959-730500960-730500962-730500965-730500970-730500974-730500977-730500981-730500984-730500988-730500993-730500996-730500998-730501001-730501003-730501006-266426372
n/a,footway,237134558-3207712852
n/a,service,514116403-514116404-4360916833-514116405-514116406-514116407-743485601-514116408-514116409-514116410-514116411-514116412-514116413
n/a,service,514116403-743484155
n/a,service,743484155-514116429-514116430-514116431-514116432-514116398
n/a,service,514116294-514116402-743484154-743484155
n/a,footway,514116425-743485601-4121712809
n/a,pedestrian,514116310-514116143
n/a,service,514116420-514116398
Mosswood Lane,steps,760668303-760874861
Orchard Lane,footway,53057813-760668303
Arden Steps,steps,2728551705-2728551707-35719238
Orchard Lane,steps,760668303-760668305-760874891-760874924-760874867-309013549
Stadium Rim Way,tertiary,35719112-760702311-760702313-760702315-35719113-760702317-760702320-35719114-6154580391
Arden Path,steps,760874870-760682291
Mosswood Lane,footway,760874861-760668370-760874911-760874873-760874921-760874889-760874941-760874916-309009444
n/a,path,775883909-775883910-417235841-417235842-417235843-417235844-417235845-417235846-417235847-417235848-417235849-417235850-417235851-417235852-417235853-417235854-52978764
Berkeley Way,residential,778894094-778894327-778894303-263569404-4226423186-53042657-4226425289-5483224260-4240963002-53042659-4240963003-2283661427-4240963006-53042661-4240963007-2283661428-5483224118-3221155491-1942845685-53042663-1942845686-5483224108-234653223-3516403895-53042665
